Name,Code,Price,Description,Dimensions,Thumbnail Image,Detail Image,Extra Large Image,Detail Page Link,Shopping Cart Link,Everyday,Birthday,Anniversary,Love and Romance,Get Well,New Baby,Thank You,Sympathy,Category
Rose Remembrance,T221-2A,194.9500,"To create a truly stunning tribute, choose a magnificent, fragrant display of peach roses, spray roses and carnations – accented with greenery, and displayed in a classic Grecian Garden urn. A gracious mark of respect for a life well lived. A mix of fresh peach flowers such as roses, spray roses and carnations – accented with greenery – is delivered in a Grecian Garden urn.",22 1/4" h x 22 3/4" w,https://cdn.floristone.com/small/T221-2A_t1.jpg,https://cdn.floristone.com/large/T221-2A_d1.jpg,https://cdn.floristone.com/hi-res/T221-2A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T221-2A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T221-2A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral - Baskets
Heartfelt Memories,T221-3A,94.9500,"A towering display of blooms such as gladioli, carnations and chrysanthemums in royal hues of purple and lavender, presented in a Grecian-style urn, is a gracious representation of your heartfelt sentiments at a funeral, memorial service or wake. A mix of fresh flowers such as gladioli, carnations and cushion spray chrysanthemums, in shades of lavender and purple – accented with ferns – is delivered in a Garlands of Grace urn.",27 1/2" h x 17 1/2" w,https://cdn.floristone.com/small/T221-3A_t1.jpg,https://cdn.floristone.com/large/T221-3A_d1.jpg,https://cdn.floristone.com/hi-res/T221-3A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T221-3A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T221-3A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral - Table Arrangements
Heavenly Heights Bouquet,T221-4A,79.9500,"Beautifully feminine. Serene but strong. This pretty basket of pink flowers is a lovely way to show you care. A mix of fresh pink blossoms like gladioli, alstroemeria, carnations and more are lovingly arranged in a white basket.",33" h x 23" w,https://cdn.floristone.com/small/T221-4A_t1.jpg,https://cdn.floristone.com/large/T221-4A_d1.jpg,https://cdn.floristone.com/hi-res/T221-4A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T221-4A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T221-4A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral
Greatest Love Casket Spray,T223-1A,454.9500,"A loving embrace of rich, regal roses in an all-red spray to adorn the casket. A full spray of crimson roses, alternating large with slightly smaller.",22" h x 62" w,https://cdn.floristone.com/small/T223-1A_t1.jpg,https://cdn.floristone.com/large/T223-1A_d1.jpg,https://cdn.floristone.com/hi-res/T223-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T223-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T223-1A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral - Casket Sprays
Rose Tribute,T224-1A,169.9500,"As true as the love symbolized by a red, red rose are the heartfelt memories and deep feelings embraced with this classic and elegant expression of tribute. Two dozen red roses, accented by salal, are presented in an exclusive Noble Heritage Urn.",26" h x 27" w,https://cdn.floristone.com/small/T224-1A_t1.jpg,https://cdn.floristone.com/large/T224-1A_d1.jpg,https://cdn.floristone.com/hi-res/T224-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T224-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T224-1A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral - Table Arrangements
Blessed Heart,T225-2A,314.9500,"A beautiful heart is a wonderful way to share your thoughts of love. Red roses, spray roses, carnations and miniature carnations are arranged with fern and ivy in the shape of a heart.",24" h x 23" w,https://cdn.floristone.com/small/T225-2A_t1.jpg,https://cdn.floristone.com/large/T225-2A_d1.jpg,https://cdn.floristone.com/hi-res/T225-2A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T225-2A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T225-2A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral - Hearts
Lily and Rose Tribute Spray,T226-1A,264.9500,"Pure white lilies and dendrobium orchids mingle with red roses, white asiatic lilies and more in this magnificent and impressive standing spray of the finest blooms. A fitting tribute for a funeral, wake or memorial service. A standing spray of lush flowers such as red roses, white dendrobium orchids and asiatic lilies – accented with greenery – is delivered on an easel.",50" h x 31" w,https://cdn.floristone.com/small/T226-1A_t1.jpg,https://cdn.floristone.com/large/T226-1A_d1.jpg,https://cdn.floristone.com/hi-res/T226-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T226-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T226-1A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral - Sprays
Memories to Treasure,T226-2A,199.9500,"For the sweet spirits who touch our lives, a classic pairing of red and white that is both vibrant and respectful. Beautifully contained in a white urn. A mix of fresh flowers such as red and white roses, oriental lilies, graceful gladioli, carnations and fragrant eucalyptus. Beautifully presented in a white urn.",43" h x 31" w,https://cdn.floristone.com/small/T226-2A_t1.jpg,https://cdn.floristone.com/large/T226-2A_d1.jpg,https://cdn.floristone.com/hi-res/T226-2A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T226-2A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T226-2A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral - Baskets
Garden of Grandeur Casket Spray,T226-3A,419.9500,"A traditional tribute that communicates deep love and eternal commitment. This dramatic red and white casket spray is ideal for a full couch or closed casket, mixing dozens of deep red roses with the pure white beauty of gladioli and stock. Red roses, spray roses and carnations along with graceful white gladioli and stock are arranged beautifully with ivy and salal.",25" h x 75" w,https://cdn.floristone.com/small/T226-3A_t1.jpg,https://cdn.floristone.com/large/T226-3A_d1.jpg,https://cdn.floristone.com/hi-res/T226-3A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T226-3A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T226-3A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral - Casket Sprays
Tender Tribute,T227-1A,129.9500,"Vivid and touching, vibrant reds and serene whites blend in honor and celebration of a life filled with love, light and grace. Beautiful fresh flowers such as red gladioli and carnations with white asiatic lilies set amidst myrtle, sword fern, and salal in an exclusive Noble Heritage Urn. Container may vary.",34" h x 24" w,https://cdn.floristone.com/small/T227-1A_t1.jpg,https://cdn.floristone.com/large/T227-1A_d1.jpg,https://cdn.floristone.com/hi-res/T227-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T227-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T227-1A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral - Baskets
Purity and Peace Casket Spray,T229-3A,394.9500,"A stunning yet respectful testament in white, this spray for the casket includes roses, orchids, calla lilies and hydrangea accented by soft, trailing greens. White roses, orchids, large calla lilies and perfect stems of hydrangea.",17" h x 47" w,https://cdn.floristone.com/small/T229-3A_t1.jpg,https://cdn.floristone.com/large/T229-3A_d1.jpg,https://cdn.floristone.com/hi-res/T229-3A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T229-3A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T229-3A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral - Casket Sprays
Care and Compassion Spray,T230-1A,239.9500,"Your care and compassion will be appreciated by all who lay eyes on this radiant standing spray. A variety of lovely vibrant red blossoms contrasted by vivid green of bells of Ireland will deliver your heartfelt condolences. Perfectly. Dazzling flowers such as red roses, gladioli and carnations along with bells of Ireland and other simple greenery create a spray that is both memorable and magical.",46" h x 23" w,https://cdn.floristone.com/small/T230-1A_t1.jpg,https://cdn.floristone.com/large/T230-1A_d1.jpg,https://cdn.floristone.com/hi-res/T230-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T230-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T230-1A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral - Sprays
Red Rose Sanctuary Casket Spray,T230-3A,314.9500,"A gorgeous mix of dazzling red flowers will make a grand, yet graceful impression. Beautiful red roses, spray roses, gerberas, gladioli and carnations along with vibrant green bells of Ireland create a sincere tribute.",27" h x 40" w,https://cdn.floristone.com/small/T230-3A_t1.jpg,https://cdn.floristone.com/large/T230-3A_d1.jpg,https://cdn.floristone.com/hi-res/T230-3A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T230-3A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T230-3A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral - Casket Sprays
Rose Romanesque Bouquet,T231-1A,134.9500,A beautiful gift. A heartfelt gesture. A loving tribute. This absolutely stunning red rose arrangement will deliver your care and compassion beautifully. Brilliant red roses and spray roses along with vibrant fern and ivy are perfectly arranged in an exclusive Jewel vase.Vase may vary,20" h x 19 1/2" w,https://cdn.floristone.com/small/T231-1A_t1.jpg,https://cdn.floristone.com/large/T231-1A_d1.jpg,https://cdn.floristone.com/hi-res/T231-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T231-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T231-1A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral - Table Arrangements
Love's Journey,T232-1A,84.9500,"Your message of caring will be as clear as day when you send this pure white and pretty basket to the bereaved. A variety of beautiful white flowers such as roses, spray roses, alstroemeria, larkspur and more are lovingly arranged in this tribute.",14" h x 18 1/2" w,https://cdn.floristone.com/small/T232-1A_t1.jpg,https://cdn.floristone.com/large/T232-1A_d1.jpg,https://cdn.floristone.com/hi-res/T232-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T232-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T232-1A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral - Baskets
Divine Light,T232-2A,264.9500,"Your message of hope for eternal serenity is delivered ever so elegantly in this graceful cross. Your sincerity will be acknowledged by all who are present. Crème roses, white spray roses, oriental lilies, stock, leptosporum, cushion and button spray chrysanthemums create a cross that is a beautiful way to honor a loved one.",36" h x 22 1/2" w,https://cdn.floristone.com/small/T232-2A_t1.jpg,https://cdn.floristone.com/large/T232-2A_d1.jpg,https://cdn.floristone.com/hi-res/T232-2A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T232-2A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T232-2A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral - Crosses
Silken Serenity Casket Spray,T232-3A,344.9500,"Gracious, innocent and elegant. This beautiful half casket spray is a lovely way to pay tribute to someone who will always remain in your heart. Crème roses, white gladioli, stock and carnations are lovingly arranged with graceful ferns and more in this understated yet stunning arrangement.",29" h X 43" w,https://cdn.floristone.com/small/T232-3A_t1.jpg,https://cdn.floristone.com/large/T232-3A_d1.jpg,https://cdn.floristone.com/hi-res/T232-3A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T232-3A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T232-3A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral - Casket Sprays
Bountiful Rose Basket,T233-1A,209.9500,"A beautiful, bountiful basket of luminous white roses that feels so fresh, natural, and welcomed in a home or at a service. White and crème roses with fragrant seeded eucalyptus beautifully presented in a large basket.",20 1/2" h x 25" w,https://cdn.floristone.com/small/T233-1A_t1.jpg,https://cdn.floristone.com/large/T233-1A_d1.jpg,https://cdn.floristone.com/hi-res/T233-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T233-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T233-1A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral - Baskets
Touching Tribute Spray,T234-1A,194.9500,"Express admiration for her beauty and spirit with a striking tribute certain to evoke many cherished remembrances. Gorgeous flowers such as pink roses, oriental lilies and gladioli blend with purple stock, lavender carnations and fragrant greens.",56" h x 22" w,https://cdn.floristone.com/small/T234-1A_t1.jpg,https://cdn.floristone.com/large/T234-1A_d1.jpg,https://cdn.floristone.com/hi-res/T234-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T234-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T234-1A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral - Sprays
Gracious Lavender Basket,T235-1A,134.9500,"Soothing lavender, respectful purple and compassionate pinks are combined beautifully in this basket overflowing with pretty flowers, sincerity and sympathy. A lovely way to share your thoughts and pay tribute to someone special. A profusion of purple, pink and lavender blooms such as roses, carnations, larkspur, matsumoto and monte cassino asters and much more are delivered in a round wicker basket.",28" h x 24 1/2" w,https://cdn.floristone.com/small/T235-1A_t1.jpg,https://cdn.floristone.com/large/T235-1A_d1.jpg,https://cdn.floristone.com/hi-res/T235-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T235-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T235-1A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral - Baskets
Lavender Tribute Casket Spray,T235-2A,304.9500,"Like a heartfelt embrace, this beautiful casket spray delivers comfort and love in an extraordinary way. A wonderful array of lavender and pink flowers with just the right amount of greenery is a lovely way to pay tribute to someone who will always be with you in heart, mind and spirit. Lovely lavender and pink roses, snapdragons, alstroemeria, chrysanthemums, fern, eucalyptus and more create this tribute that is overflowing with grace and love.",22" h x 51" w,https://cdn.floristone.com/small/T235-2A_t1.jpg,https://cdn.floristone.com/large/T235-2A_d1.jpg,https://cdn.floristone.com/hi-res/T235-2A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T235-2A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T235-2A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral - Casket Sprays
Peace Eternal Wreath,T236-1A,264.9500,"A breathtaking expression of love and devotion, this lovely wreath delivers a message that is both subtle and strong. Its soft pastel blossoms will soothe, while its extraordinary beauty will express the depth of your emotions. Gorgeous pink hydrangea, crème roses, light pink spray roses, white chrysanthemums, waxflower and more are adorned by pink organza ribbon in this eternal circle of peace.",24 1/2" h x 24 1/2" w,https://cdn.floristone.com/small/T236-1A_t1.jpg,https://cdn.floristone.com/large/T236-1A_d1.jpg,https://cdn.floristone.com/hi-res/T236-1A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T236-1A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T236-1A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral - Wreaths
Dawn of Remembrance Basket,T236-2A,139.9500,"To offer comfort and consolation, these serene, softly colored roses and chrysanthemums are nestled in a round white basket with handle. Satin ribbon is threaded throughout to complement the soft look. Beautiful blooms such as white and light pink roses with white larkspur, white mums and silvery dusty miller. Arranged in a white handled basket and accented with satin ribbon.",12 1/2" h x 25" w,https://cdn.floristone.com/small/T236-2A_t1.jpg,https://cdn.floristone.com/large/T236-2A_d1.jpg,https://cdn.floristone.com/hi-res/T236-2A_h1.jpg,http://www.floristone.com/detail.cfm?dcode=T236-2A&source_id=aff&affiliateid=2026051528,http://www.floristone.com/cart.cfm?dcode=T236-2A&source_id=aff&affiliateid=2026051528,0,0,0,0,0,0,0,1,Funeral - Table Arrangements
